Running long_nop_mis2 from 3 to 200
100271966,,cycles:u,39307944,100,00,,
300112807,,instructions:u,39307944,100,00,2,insn per cycle,,
300047643,,lsd_uops,39307944,100,00,,
465208,,idq_dsb_uops,39307944,100,00,,
100315383,,cycles:u,39886156,100,00,,
400112856,,instructions:u,39886156,100,00,3,insn per cycle,,
400042544,,lsd_uops,39886156,100,00,,
457132,,idq_dsb_uops,39886156,100,00,,
200295301,,cycles:u,80132546,100,00,,
500112875,,instructions:u,80132546,100,00,2,insn per cycle,,
500044154,,lsd_uops,80132546,100,00,,
468276,,idq_dsb_uops,80132546,100,00,,
200255514,,cycles:u,78882386,100,00,,
600112809,,instructions:u,78882386,100,00,3,insn per cycle,,
600035194,,lsd_uops,78882386,100,00,,
456717,,idq_dsb_uops,78882386,100,00,,
200297043,,cycles:u,79035308,100,00,,
700112825,,instructions:u,79035308,100,00,3,insn per cycle,,
700017877,,lsd_uops,79035308,100,00,,
460700,,idq_dsb_uops,79035308,100,00,,
200296589,,cycles:u,78991483,100,00,,
800112808,,instructions:u,78991483,100,00,3,insn per cycle,,
800041014,,lsd_uops,78991483,100,00,,
452542,,idq_dsb_uops,78991483,100,00,,
300295644,,cycles:u,113248600,100,00,,
900112828,,instructions:u,113248600,100,00,3,insn per cycle,,
900033073,,lsd_uops,113248600,100,00,,
473577,,idq_dsb_uops,113248600,100,00,,
300309976,,cycles:u,104552637,100,00,,
1000112867,,instructions:u,104552637,100,00,3,insn per cycle,,
999420150,,lsd_uops,104552637,100,00,,
447829,,idq_dsb_uops,104552637,100,00,,
300292856,,cycles:u,105430856,100,00,,
1100112868,,instructions:u,105430856,100,00,3,insn per cycle,,
1100033986,,lsd_uops,105430856,100,00,,
451982,,idq_dsb_uops,105430856,100,00,,
300329389,,cycles:u,104869184,100,00,,
1200112870,,instructions:u,104869184,100,00,4,insn per cycle,,
1200007488,,lsd_uops,104869184,100,00,,
484192,,idq_dsb_uops,104869184,100,00,,
400306784,,cycles:u,138997012,100,00,,
1300112886,,instructions:u,138997012,100,00,3,insn per cycle,,
1300004812,,lsd_uops,138997012,100,00,,
475484,,idq_dsb_uops,138997012,100,00,,
400314390,,cycles:u,139519826,100,00,,
1400112932,,instructions:u,139519826,100,00,3,insn per cycle,,
1399993460,,lsd_uops,139519826,100,00,,
476036,,idq_dsb_uops,139519826,100,00,,
400376757,,cycles:u,140356078,100,00,,
1500112875,,instructions:u,140356078,100,00,3,insn per cycle,,
1500006427,,lsd_uops,140356078,100,00,,
489037,,idq_dsb_uops,140356078,100,00,,
400300714,,cycles:u,140139422,100,00,,
1600112889,,instructions:u,140139422,100,00,4,insn per cycle,,
1599990657,,lsd_uops,140139422,100,00,,
474777,,idq_dsb_uops,140139422,100,00,,
500346849,,cycles:u,174283413,100,00,,
1700112887,,instructions:u,174283413,100,00,3,insn per cycle,,
1699987769,,lsd_uops,174283413,100,00,,
504031,,idq_dsb_uops,174283413,100,00,,
500266906,,cycles:u,178896046,100,00,,
1800112880,,instructions:u,178896046,100,00,3,insn per cycle,,
1800026777,,lsd_uops,178896046,100,00,,
463701,,idq_dsb_uops,178896046,100,00,,
500324982,,cycles:u,174763737,100,00,,
1900112880,,instructions:u,174763737,100,00,3,insn per cycle,,
1899986952,,lsd_uops,174763737,100,00,,
505754,,idq_dsb_uops,174763737,100,00,,
500329655,,cycles:u,176284095,100,00,,
