Running short_nop_misaligned from 3 to 200
101084646,,cycles:u,38707695,100,00,,
300134110,,instructions:u,38707695,100,00,2,insn per cycle
297672405,,lsd_uops,38707695,100,00,,
485567,,idq_dsb_uops,38707695,100,00,,
110274836,,cycles:u,42326762,100,00,,
400134119,,instructions:u,42326762,100,00,3,insn per cycle
360136139,,lsd_uops,42326762,100,00,,
480050,,idq_dsb_uops,42326762,100,00,,
181732630,,cycles:u,73483033,100,00,,
500134194,,instructions:u,73483033,100,00,2,insn per cycle
430696499,,lsd_uops,73483033,100,00,,
749939,,idq_dsb_uops,73483033,100,00,,
152814189,,cycles:u,59450836,100,00,,
600134138,,instructions:u,59450836,100,00,3,insn per cycle
580250010,,lsd_uops,59450836,100,00,,
471935,,idq_dsb_uops,59450836,100,00,,
175278112,,cycles:u,66271620,100,00,,
700134117,,instructions:u,66271620,100,00,3,insn per cycle
700050837,,lsd_uops,66271620,100,00,,
495351,,idq_dsb_uops,66271620,100,00,,
203040589,,cycles:u,77139750,100,00,,
800134123,,instructions:u,77139750,100,00,3,insn per cycle
800263053,,lsd_uops,77139750,100,00,,
522536,,idq_dsb_uops,77139750,100,00,,
288908222,,cycles:u,112509527,100,00,,
900134136,,instructions:u,112509527,100,00,3,insn per cycle
901659091,,lsd_uops,112509527,100,00,,
2211004,,idq_dsb_uops,112509527,100,00,,
266976362,,cycles:u,100544089,100,00,,
1000134203,,instructions:u,100544089,100,00,3,insn per cycle
1000026439,,lsd_uops,100544089,100,00,,
513594,,idq_dsb_uops,100544089,100,00,,
300275858,,cycles:u,113437164,100,00,,
1100134157,,instructions:u,113437164,100,00,3,insn per cycle
1100021671,,lsd_uops,113437164,100,00,,
506018,,idq_dsb_uops,113437164,100,00,,
318440961,,cycles:u,120522561,100,00,,
1200134221,,instructions:u,120522561,100,00,3,insn per cycle
1201393955,,lsd_uops,120522561,100,00,,
713939,,idq_dsb_uops,120522561,100,00,,
346240795,,cycles:u,129995335,100,00,,
1300134217,,instructions:u,129995335,100,00,3,insn per cycle
1300008064,,lsd_uops,129995335,100,00,,
531092,,idq_dsb_uops,129995335,100,00,,
350296741,,cycles:u,140802625,100,00,,
1400134194,,instructions:u,140802625,100,00,4,insn per cycle
1400020603,,lsd_uops,140802625,100,00,,
495879,,idq_dsb_uops,140802625,100,00,,
400380026,,cycles:u,156344832,100,00,,
1500134212,,instructions:u,156344832,100,00,3,insn per cycle
1500018325,,lsd_uops,156344832,100,00,,
498837,,idq_dsb_uops,156344832,100,00,,
452512902,,cycles:u,174568980,100,00,,
1600134219,,instructions:u,174568980,100,00,3,insn per cycle
1603460420,,lsd_uops,174568980,100,00,,
1070966,,idq_dsb_uops,174568980,100,00,,
452209894,,cycles:u,180472840,100,00,,
1700134223,,instructions:u,180472840,100,00,3,insn per cycle
1699903311,,lsd_uops,180472840,100,00,,
713601,,idq_dsb_uops,180472840,100,00,,
504107559,,cycles:u,194183425,100,00,,
1800134211,,instructions:u,194183425,100,00,3,insn per cycle
1741414622,,lsd_uops,194183425,100,00,,
4389692,,idq_dsb_uops,194183425,100,00,,
526320853,,cycles:u,197465546,100,00,,
1900134201,,instructions:u,197465546,100,00,3,insn per cycle
1658150321,,lsd_uops,197465546,100,00,,
13275404,,idq_dsb_uops,197465546,100,00,,
742776696,,cycles:u,285577261,100,00,,
2000134265,,instructions:u,285577261,100,00,2,insn per cycle
59213,,lsd_uops,285577261,100,00,,
100402591,,idq_dsb_uops,285577261,100,00,,
700392750,,cycles:u,261277268,100,00,,
2100134240,,instructions:u,261277268,100,00,3,insn per cycle
46029,,lsd_uops,261277268,100,00,,
100510905,,idq_dsb_uops,261277268,100,00,,
828433038,,cycles:u,311911163,100,00,,
