Running short_nop_misaligned from 3 to 200
178429650,,cycles:u,74901876,100.00
300140772,,instructions:u,74901876,100.00
65476690,,lsd_uops,74901876,100.00
579719,,idq_dsb_uops,74901876,100.00
198037656,,cycles:u,83064913,100.00
400140782,,instructions:u,83064913,100.00
8852170,,lsd_uops,83064913,100.00
570582,,idq_dsb_uops,83064913,100.00
141413658,,cycles:u,59406819,100.00
500140766,,instructions:u,59406819,100.00
422469878,,lsd_uops,59406819,100.00
573918,,idq_dsb_uops,59406819,100.00
180859836,,cycles:u,75896658,100.00
600140772,,instructions:u,75896658,100.00
232535590,,lsd_uops,75896658,100.00
584014,,idq_dsb_uops,75896658,100.00
175248441,,cycles:u,73553213,100.00
700140771,,instructions:u,73553213,100.00
700049719,,lsd_uops,73553213,100.00
568823,,idq_dsb_uops,73553213,100.00
200241866,,cycles:u,84005106,100.00
800140773,,instructions:u,84005106,100.00
800040482,,lsd_uops,84005106,100.00
573772,,idq_dsb_uops,84005106,100.00
233619705,,cycles:u,97989809,100.00
900140775,,instructions:u,97989809,100.00
900047073,,lsd_uops,97989809,100.00
591214,,idq_dsb_uops,97989809,100.00
266915398,,cycles:u,111849043,100.00
1000140841,,instructions:u,111849043,100.00
1000034758,,lsd_uops,111849043,100.00
572693,,idq_dsb_uops,111849043,100.00
300275105,,cycles:u,125804704,100.00
1100140837,,instructions:u,125804704,100.00
1100037221,,lsd_uops,125804704,100.00
597266,,idq_dsb_uops,125804704,100.00
300243720,,cycles:u,125773330,100.00
1200140859,,instructions:u,125773330,100.00
1200029205,,lsd_uops,125773330,100.00
584386,,idq_dsb_uops,125773330,100.00
346276079,,cycles:u,145006625,100.00
1300140859,,instructions:u,145006625,100.00
1300039214,,lsd_uops,145006625,100.00
600127,,idq_dsb_uops,145006625,100.00
350248281,,cycles:u,146660778,100.00
1400140857,,instructions:u,146660778,100.00
1400035717,,lsd_uops,146660778,100.00
579023,,idq_dsb_uops,146660778,100.00
400246549,,cycles:u,167552772,100.00
1500140847,,instructions:u,167552772,100.00
1500028848,,lsd_uops,167552772,100.00
